carpetArea,areaUnit,price,status,latitude,longitude,locality,propertyName,floors,bedRoom
582,sq.ft.,price on req,Ready To Move,19.168341,73.073962,Dombivli East,Lodha Palava City,7,2
674,sq.ft.,price on req,Ready To Move,19.168341,73.073962,Dombivli East,Lodha Palava City,18,2
384,sq.ft.,price on req,Ready To Move,19.168341,73.073962,Dombivli East,Lodha Palava City,18,1
524,sq.ft.,price on req,Ready To Move,19.168341,73.073962,Dombivli East,Lodha Palava City,19,2
704,sq.ft.,price on req,Ready To Move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,1
550,sq.ft.,4751000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,2
323,sq.ft.,3499000,Under Construction,19.168341,73.073962,Dombivli East,Lodha Palava City,8,1
505,sq.ft.,5700000,Under Construction,19.168341,73.073962,Dombivli East,Lodha Palava City,8,1
470.49,sq.ft.,4363752,Under Construction,19.168341,73.073962,Dombivli East,Lodha Palava City,19,2
616.505,sq.ft.,6254338.5,Under Construction,19.168341,73.073962,Dombivli East,Lodha Palava City,19,3
969,sq.ft.,11500000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,19,3
969,sq.ft.,10000000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,19,3
527,sq.ft.,3600000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,18,2
576,sq.ft.,4600000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,2
449,sq.ft.,3400000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,2
443,sq.ft.,3400000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,22,3
442,sq.ft.,3800000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,18,1
576,sq.ft.,4500000,Ready to move,19.213913,73.088472,Dattanagar,Metro Highland,8,2
798,sq.ft.,8000000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,19,3
825,sq.ft.,7500000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,1
798,sq.ft.,6800000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,2
725,sq.ft.,5800000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,17,2
725,sq.ft.,5200000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
686,sq.ft.,5400000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
1260,sq.ft.,18000000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,1
525,sq.ft.,4000000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,19,3
479,sq.ft.,3300000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,7,1
734,sq.ft.,5400000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,18,2
510,sq.ft.,5000000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,8,1
738,sq.ft.,5500000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,8,1
710,sq.ft.,5200000,Ready to move,19.174429,73.069306,Dombivli East,Lodha Casa Bella,19,2
638,sq.ft.,4200000,Ready to move,19.174429,73.069306,Dombivli East,Lodha Casa Bella,8,1
495,sq.ft.,3600000,Ready to move,19.22551,73.09673,thakurli,Hiren Park,4,2
798,sq.ft.,6700000,Ready to move,19.223199,73.109942,Dombivli East,Shree Shankheshwar Park,11,1
686,sq.ft.,5200000,Ready to move,19.22551,73.09673,thakurli,Shree Mangalmurti Heights,10,1
594,sq.ft.,4300000,Ready to move,19.22551,73.09673,thakurli,Devshree Enclave,4,1
495,sq.ft.,3300000,Ready to move,19.22586,73.0974,thakurli,Om Residency,7,1
594,sq.ft.,4600000,Ready to move,19.207707,73.111643,Dombivli East,Regency Anantam,23,2
488,sq.ft.,3600000,Ready to move,19.212347,73.110042,Dombivli East,New Anupam CHS,4,2
441,sq.ft.,3400000,Ready to move,19.20697,73.096559,Dombivli East,Gangeshwar Complex ,6,2
565,sq.ft.,4100000,Ready to move,19.22551,73.09673,thakurli,Shiv Vithai Galaxy ,10,2
439,sq.ft.,3400000,Ready to move,19.215852,73.086603,Ramnagar,Vasudev Laxmi CHS,4,1
695,sq.ft.,5000000,Ready to move,19.212481,73.095942,Gograswadi,Deepti Naval CHS,4,3
635,sq.ft.,4300000,Ready to move,19.20697,73.096559,Dombivli East,Gulmohar Residency ,7,1
490,sq.m.,4300000,Ready to move,19.200215,73.084646,Nandivli,Gulmohar Residency CHS ,7,1
440,sq.ft.,4500000,Ready to move,19.200215,73.084646,Nandivli,Amber Tirth CHS,4,1
635,sq.ft.,4500000,Ready to move,19.200215,73.084646,Nandivli,Dhanshree Pratham Complex,3,1
775,sq.ft.,8000000,Ready to move,19.195541,73.095466,Sagaon,Anjani Paradise,6,2
444,sq.ft.,3500000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Casa Bella,19,3
384,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Casa Rio Dombivli East,8,2
524,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Casa Bella,19,2
704,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Lakeshore Greens,18,2
384,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Casa Bella Gold,18,2
524,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,On Request,19,3
704,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Casa Bella Gold,18,2
735,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Casa Bella,19,2
963,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Lakeshore Greens,18,2
883,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Casa Rio Rilletta,8,1
798,sq.ft.,7000000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Casa Bella Gold,18,2
685,sq.ft.,5200000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Casa Bella Gold,18,2
630,sq.ft.,4900000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Lakeshore Greens,18,2
736,sq.ft.,6500000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Casa Rio Atlantica,8,2
586,sq.ft.,4000000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Casa Bella Gold,18,2
449,sq.ft.,3900000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,1
443,sq.ft.,3600000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,1
665,sq.ft.,6000000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,19,2
667,sq.ft.,6800000,Ready to move,19.1703997,73.0728209,Dombivli East,Lodha Casa Bella Gold,18,2
1596,sq.ft.,17200000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Golflinks,7,3
460,sq.ft.,4400000,Ready to move,19.222225,73.1059,thakurli,shivaganga Apartment ,7,1
450,sq.ft.,4500000,Ready to move,19.222225,73.1059,thakurli,Shivganga Apartment ,7,1
450,sq.ft.,4500000,Ready to move,19.222225,73.1059,thakurli,shiv ganga apartment ,7,1
430,sq.ft.,4000000,Ready to move,19.223296,73.1101023,Dombivli East,Amber Star,7,1
430,sq.ft.,4300000,Ready to move,19.22586,73.0974,thakurli,Om Residency,7,1
605,sq.ft.,7200000,Ready to move,19.224358,73.108452,Kanchangoan,Om Swayambhu Balaji Residency 2,16,2
439.5,sq.ft.,5500000,Ready to move,19.224355,73.109298,Kanchangoan,Om Swayambhu Balaji Residency 2,16,1
645,sq.ft.,4210000,Ready to move,19.1702259,73.1125647,Dombivli East,Lodha Lakeshore Greens,18,2
735,sq.ft.,5600000,Ready to move,19.1691415,73.1120756,Dombivli East,Lodha Lakeshore Greens,18,2
511,sq.ft.,3410000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Lakeshore Greens,18,1
710,sq.ft.,3500000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,1
676,sq.ft.,4500000,Ready to move,19.1680941,73.1130968,Dombivli East,Lodha Lakeshore Greens,18,2
736,sq.ft.,5600000,Ready to move,19.1683683,73.1116168,Dombivli East,Lodha Lakeshore Greens,18,2
733,sq.ft.,6100000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Lakeshore Greens,18,2
737,sq.ft.,5800000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Lakeshore Greens,18,2
836,sq.ft.,7000001,Ready to move,19.1696342,73.1115254,Dombivli East,Lodha Lakeshore Greens,18,3
676,sq.ft.,4000000,Ready to move,19.1677417,73.1123703,Dombivli East,Lodha Lakeshore Greens,18,2
645,sq.ft.,4200000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava Lakeshore Green,18,2
835,sq.ft.,6950000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava Lakeshore Green,18,3
834,sq.ft.,7000000,Ready to move,19.1683177,73.1119841,Dombivli East,Lodha Lakeshore Greens,18,3
734,sq.ft.,6300000,Ready to move,19.1700308,73.1115594,Dombivli East,Lodha Lakeshore Greens,18,2
778.5,sq.ft.,5233077,Ready To Move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,1
1026,sq.ft.,6035958,Ready To Move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
1345.5,sq.ft.,price on req,Ready To Move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,3
525,sq.ft.,3600000,Ready to move,19.172304,73.11123,Dombivli East,Lodha Lakeshore Greens D,18,1
510,sq.ft.,3550000,Ready to move,19.1721755,73.1115905,Dombivli East,Lodha Lakeshore Greens,18,1
1026,sq.ft.,6035958,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Palava Lakeshore Green,18,2
1345.5,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Runwal My City,32,2
735,sq.ft.,5300000,Ready to move,19.2330664,73.0896619,Kumbharkhan Pada,Shankeshwar Palms,7,2
685,sq.ft.,4200000,Ready to move,19.235892,73.085866,Kumbharkhan Pada,Shankeshwar Palms,7,2
963,sq.ft.,price on req,Ready To Move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,19,2
883,sq.ft.,price on req,Ready To Move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,19,2
668,sq.ft.,5350000,Ready to move,19.153784,73.077967,Nilje Gaon,Lodha Casa Rio Gold,8,1
585,sq.ft.,4400000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,8,1
449,sq.ft.,3500000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,8,2
449,sq.ft.,3100000,Ready to move,19.153784,73.077967,Nilje Gaon,Lodha Casa Rio Gold,8,2
686,sq.ft.,5300000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,8,1
686,sq.ft.,5400000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,8,1
449,sq.ft.,3250000,Ready to move,19.1461578,73.0777196,Dombivli East,Lodha Casa Rio Dombivli East,8,2
449,sq.ft.,3200000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,8,2
685,sq.ft.,5250000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,8,2
686,sq.ft.,5200000,Ready to move,19.1665248,73.0751571,Dombivli East,Lodha Casa Bella Gold,18,2
667,sq.ft.,6000000,Ready to move,19.1741963,73.0700883,Dombivli East,Lodha Casa Bella,8,2
642,sq.ft.,5000000,Ready to move,19.1720825,73.0727352,Dombivli East,Lodha Casa Bella Gold,18,2
598,sq.ft.,4100000,Ready to move,19.1694773,73.0742128,Dombivli East,Lodha Casa Bella Gold,18,2
524,sq.ft.,price on req,Ready To Move,19.147568,73.0769033,Dombivli East,Lodha Exotica,22,2
963,sq.ft.,price on req,Ready To Move,19.1700817,73.0740998,Dombivli East,Lodha Casa Bella Gold,18,2
883,sq.ft.,price on req,Ready To Move,19.144876,73.0779079,Dombivli East,Lodha Casa Rio Dombivli East,18,3
598,sq.ft.,4600000,Ready to move,19.1864862,73.0751335,Dombivli East,Runwal My City,32,1
881,sq.ft.,7000000,Ready to move,19.1763334,73.0683584,Dombivli East,Runwal My City,32,1
420,sq.ft.,3550000,Ready to move,19.1505495,73.0786671,Dombivli East,Lodha Casa Rio Dombivli East,8,2
410,sq.ft.,3600000,Ready to move,19.1542316,73.077339,Nilje Gaon,Lodha Casa Rio Gold,8,1
667,sq.ft.,5700000,Ready to move,19.1499486,73.0781845,Nilje Gaon,Lodha Casa Rio Gold,8,2
495,sq.ft.,3400000,Ready to move,19.1492092,73.078481,Dombivli East,Lodha Casa Rio Dombivli East,8,2
685,sq.ft.,5200000,Ready to move,19.1714453,73.112652,Dombivli East,Lodha Lakeshore Greens,18,2
686,sq.ft.,5500000,Ready to move,19.1584366,73.1144407,Dombivli East,Lodha Palava Downtown,18,1
570,sq.ft.,4300000,Ready to move,19.1582188,73.1155468,Dombivli East,Lodha Palava Downtown,18,2
384,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Palava Lakeshore Green,18,2
524,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Palava Downtown,18,2
704,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Palava Lakeshore Green,18,2
716,sq.ft.,5250000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava Lakeshore Green,18,3
585,sq.ft.,4350000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava Downtown,18,1
734,sq.ft.,5799000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,1
868,sq.ft.,6450000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,1
489,sq.ft.,3100000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
425,sq.ft.,3100000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,3
778.5,sq.ft.,5233077,Ready To Move,19.168341,73.073962,Dombivli East,Lodha Palava City,7,1
1026,sq.ft.,6035958,Ready To Move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,2
1345.5,sq.ft.,price on req,Ready To Move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,2
496,sq.ft.,3100000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,2
687,sq.ft.,5200000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,1
685,sq.ft.,5200000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,2
686,sq.ft.,5200000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,1
495,sq.ft.,3200000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,1
585,sq.ft.,4100000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,2
449,sq.ft.,3100000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,3
703,sq.ft.,7641624.5,Ready To Move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,2
917.5,sq.ft.,9796430,Ready To Move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,3
490,sq.ft.,5831033.5,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Casa Bella Gold,19,2
703,sq.ft.,7641624.5,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Casa Bella Gold,18,2
917.5,sq.ft.,9796430,Ready To Move,19.200706,73.098635,Dombivli East,Lodha Casario,8,2
628,sq.ft.,5850000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Casario,8,2
524,sq.ft.,6650000,Ready to move,19.22551,73.09673,thakurli,Shree Chamunda Garden,8,1
667,sq.ft.,5300000,Ready to move,19.19961,73.0884789,Dombivli East,Green Heritage CHS,7,2
686,sq.ft.,5500000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava City,14,2
450,sq.ft.,4700000,Ready to move,19.227362,73.105362,thakurli,Vitthal Plaza,7,2
650,sq.ft.,4300000,Ready to move,19.20697,73.096559,Dombivli East,Surya Vihar Society,2,2
754,sq.ft.,6000000,Ready to move,19.206886,73.082517,Mhatre Nagar,Jay Ambe CHS,7,2
750,sq.ft.,5500000,Ready to move,19.170611,73.111267,Dombivli East,Lodha Palava Lakeshore Green,18,2
870,sq.ft.,7200000,Ready to move,19.20697,73.096559,Dombivli East,sunflower chs ,5,1
550,sq.ft.,3500000,Ready to move,19.20697,73.096559,Dombivli East,kishan heights,6,1
590,sq.ft.,4600000,Ready to move,19.179273,73.075743,Dombivli East,Runwal My City,23,3
449,sq.ft.,4800000,Ready to move,19.179869,73.297999,Dombivli East,Sai Balaji Estate,22,1
420,sq.ft.,3300000,Ready to move,19.179869,73.297999,Dombivli East,Sai Balaji Estate,22,2
389.5,sq.ft.,2950000,Under Construction,19.23403,73.088799,Kumbharkhan Pada,Shankeshwar Palms,7,2
552.495,sq.ft.,5324761.5,Under Construction,19.210276,73.106467,Dombivli East,Dombivali Geeta CHS,7,1
318.665,sq.ft.,price on req,Under Construction,19.200706,73.098635,Dombivli East,Lodha Casario,19,2
625,sq.ft.,7500000,Ready to move,19.179273,73.075743,Dombivli East,Runwal My City,23,3
600,sq.ft.,2700000,Ready to move,19.204657,73.09373,Dombivli East,Shree Sadguru Krupa Srushti,6,1
475,sq.ft.,4775000,Ready to move,19.195541,73.095466,Sagaon,Ramchandra Park,5,1
550,sq.ft.,4000000,Ready to move,19.20697,73.096559,Dombivli East,Mount View,4,1
425,sq.ft.,2100000,Ready to move,19.188339,73.084653,Desale Pada,Gaondevi Chs Ltd.,4,1
590,sq.ft.,3800000,Ready to move,19.205588,73.095708,Dombivli East,Sneh Sudama,5,2
415,sq.ft.,3200000,Ready to move,19.20697,73.096559,Dombivli East,Neelsidhi Balaji Garden,15,3
1150,sq.ft.,8500000,Ready to move,19.1928789,73.0948305,Dombivli East,Sanghvi Shankheshwar Nagar,4,2
900,sq.ft.,10900000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava City,18,2
450,sq.ft.,3200000,Ready to move,19.205209,73.100231,Dombivli East,Genevia Building,8,1
420,sq.ft.,2650000,Ready to move,19.20697,73.096559,Dombivli East,Geet Ganga,4,3
449,sq.ft.,3600000,Ready to move,19.20697,73.096559,Dombivli East,Shree anant dham chs,5,1
1100,sq.ft.,12000000,Ready to move,19.20697,73.096559,Dombivli East,Dream Home Interior,4,1
792,sq.ft.,5700000,Ready to move,19.1890457,73.0835822,Dombivli East,Lodha Panacea,15,1
480,sq.ft.,2700000,Ready to move,19.211628,73.097735,Dombivli East,Samruddhi Guruprasad,7,1
430,sq.ft.,2100000,Ready to move,19.20697,73.096559,Dombivli East,sada sukh chs,5,2
495,sq.ft.,4700000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava Casa Rio Gold,19,3
841,sq.ft.,9500000,Ready to move,19.201308,73.112344,Dombivli East,Asha Paradise,5,1
800,sq.ft.,7200000,Ready to move,19.20697,73.096559,Dombivli East,goverdhan dham,5,1
1080,sq.ft.,7200000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,20,1
475,sq.ft.,4000000,Ready to move,19.20697,73.096559,Dombivli East,Ira Icon,7,1
500,sq.ft.,5550000,Ready to move,19.205511,73.104527,Dombivli East,Shanti Upvan CHS,7,1
345,sq.ft.,2000000,Ready to move,19.209524,73.079897,Dombivli East,Neelsidhi Balaji Garden,15,2
450,sq.ft.,3000000,Ready to move,19.205427,73.104625,Dombivli East,Laxmi Raj Apartment,4,1
510,sq.ft.,3700000,Ready to move,19.212162,73.102842,Azde Gaon,Balaji Society,3,1
350,sq.ft.,1500000,Ready to move,19.20697,73.096559,Dombivli East,Shree Samarth Krupa Chs,0,0
580,sq.ft.,4100000,Ready to move,19.4540354,73.3708696,Desale Pada,New Mourya Deep Chs,4,1
340,sq.ft.,1500000,Ready to move,19.22551,73.09673,thakurli,Balaji Aangan,7,1
498,sq.ft.,4300000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,3
490,sq.ft.,5831033.5,Ready To Move,19.212987,73.110513,Dombivli East,Shankeshwar Nagar CHS,7,1
703,sq.ft.,7641624.5,Ready To Move,19.210926,73.101099,Dombivli East,Deepali Kunj CHS,4,1
917.5,sq.ft.,9796430,Ready To Move,19.22551,73.09673,thakurli,ankita co operative housing society ltd,5,1
485,sq.ft.,4000000,Ready to move,19.195541,73.095466,Sagaon,Jagannath Dham,5,1
630,sq.ft.,6500000,Ready to move,19.20697,73.096559,Dombivli East,j m nagar chs,4,2
640,sq.ft.,3200000,Ready to move,19.20697,73.096559,Dombivli East,siddheshwr palm chs ltd,7,1
890,sq.ft.,11500000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
466.83,sq.ft.,price on req,Under Construction,19.196824,72.8565789,Dombivli East,Shree Shankheshwar Nagar,4,1
509.725,sq.ft.,price on req,Under Construction,19.20697,73.096559,Dombivli East,Vinayak Garden,7,1
754.12,sq.ft.,price on req,Under Construction,73.10902,19.245098,thakurli,Shree Niwas society Thakurli ,6,2
385,sq.ft.,2000000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,19,2
675,sq.ft.,6500000,Ready to move,19.207797,73.104244,Dombivli East,Sai Dhara Towers,8,1
870,sq.ft.,6700000,Ready to move,19.210937,73.101595,Sagarli,Suresh Complex,4,1
576,sq.ft.,6600000,Ready to move,19.205247,73.106393,Dombivli East,Guru Milan CHS,4,1
415,sq.ft.,2500000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,7,1
720,sq.ft.,4500000,Ready to move,19.205342,73.100168,Dombivli East,Shree Shiv Sagar CHS,4,2
720,sq.ft.,4300000,Ready to move,19.205342,73.100168,Dombivli East,Shree Shiv Sagar CHS,3,2
500,sq.ft.,1900000,Ready to move,19.245098,73.10902,Azde Gaon,jasmine chs,4,1
400,sq.ft.,2500000,Ready to move,19.200215,73.084646,Nandivli,Mauli Residency,4,1
421,sq.ft.,4000000,Ready to move,19.23403,73.088799,Kumbharkhan Pada,Shankeshwar Palms,7,1
854,sq.ft.,7200000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,3
520,sq.ft.,4200000,Ready to move,19.20697,73.096559,Dombivli East,Shankeshwar Nagar CHS,4,1
450,sq.ft.,5000000,Ready to move,19.215852,73.086603,Ramnagar,Society,4,1
640,sq.ft.,6200000,Ready to move,19.20697,73.096559,Dombivli East,Kulswamini Srushti Residency,7,2
435,sq.ft.,2700000,Ready to move,19.20697,73.096559,Dombivli East,Shree Balaji Garden,7,1
460,sq.ft.,3600000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Casa Rio Dombivli East,8,1
480,sq.ft.,4800000,Ready to move,19.22586,73.0974,thakurli,Om Residency,7,1
766,sq.ft.,8300000,Ready to move,19.22222,73.100274,Chole Gaon,Shiv Vithai Galaxy CHSL,10,2
759.93,sq.ft.,9000000,Ready to move,19.179273,73.075743,Dombivli East,Runwal My City,32,3
421,sq.ft.,3500000,Ready to move,19.20697,73.096559,Dombivli East,Gulmohar Apartment,7,1
497,sq.ft.,6500000,Ready to move,19.20697,73.096559,Dombivli East,Runwal My City,32,2
350,sq.ft.,2600000,Ready to move,19.20697,73.096559,Dombivli East,Classic co-0pration Ltd,3,1
340,sq.ft.,3100000,Ready to move,19.20697,73.096559,Dombivli East,j m villa bldg,4,1
1300,sq.ft.,7600000,Ready to move,19.170611,73.111267,Dombivli East,Lodha Palava Lakeshore Green,18,3
800,sq.ft.,7500000,Ready to move,19.20697,73.096559,Dombivli East,Shree swaroop SOCIETY AYRE ROAD ,3,2
700,sq.ft.,11500000,Ready to move,19.21497,73.096264,Dombivli East,Bhagyodaya CHS,6,2
457,sq.ft.,3800000,Ready to move,19.2054126,73.1320485,Nandivali Gaon,aai ekvira apartment,3,1
250,sq.ft.,2500000,Ready to move,19.212214,73.096779,Dombivli East,Balaji Jyot CHS,4,1
305,sq.ft.,2300000,Ready to move,19.206581,73.099787,Dombivli East,Panchajanya CHS,7,2
850,sq.ft.,8500000,Ready to move,19.198221,73.100871,Sonar Pada,Royal Regency,4,1
399,sq.ft.,2800000,Ready to move,19.22296,73.099905,thakurli,Happy Sarvodaya Trilok,10,1
400,sq.ft.,4900000,Ready to move,19.20697,73.096559,Dombivli East,shivam complex rajaji path,4,1
486,sq.ft.,4200000,Ready to move,19.20697,73.096559,Dombivli East,Runwal My City,32,2
491.21,sq.ft.,5200000,Ready to move,19.1453387,73.0773048,Nilje Gaon,Lodha Casa Rio Gold,7,1
497,sq.ft.,3800000,Ready to move,19.1946268,73.0871682,Bhadra Nagar,Mourya Deep Apartment,5,1
620,sq.ft.,4600000,Ready to move,19.22551,73.09673,thakurli,Shree Chamunda Garden,7,1
875,sq.ft.,6500000,Ready to move,19.211319,73.100986,Sagarli,Suresh Complex2,3,1
340,sq.ft.,2500000,Ready to move,19.2091535,73.0946466,Gograswadi,Silver Nest CHS,5,1
500,sq.ft.,5500000,Ready to move,19.20697,73.096559,Dombivli East,Ram Shyam CHS,4,1
580,sq.ft.,3500000,Ready to move,19.189227,73.218453,Dattanagar,Tulsi Sanidhya,8,1
605,sq.ft.,2700000,Ready to move,19.1758324,73.0692179,Dombivli East,Lodha Casa Bella Serena,19,2
637,sq.ft.,5000000,Ready to move,19.206393,73.096753,Dombivli East,Rajshree Complex,7,1
560,sq.ft.,2500000,Ready to move,19.160725,73.055552,Dombivli East,Marathon Nextown,18,1
450,sq.ft.,3600000,Ready to move,19.160725,73.055552,Dombivli East,Marathon Nextown,18,2
351.5,sq.ft.,3193002.5,Ready To Move,19.160725,73.055552,Dombivli East,Marathon Nextown,18,3
630,sq.ft.,5330430,Ready To Move,19.179273,73.075743,Dombivli East,Runwal My City,32,2
797,sq.ft.,7498973,Ready To Move,19.168341,73.073962,Dombivli East,Lodha Palava City,18,2
540,sq.ft.,3500000,Ready to move,19.204217,73.091808,P and T Colony,Vedant Complex,7,2
710,sq.ft.,7800000,Ready to move,19.22551,73.09673,thakurli,sarvodaya shanti,7,2
495,sq.ft.,4500000,Ready to move,19.206131,73.096513,Dombivli East,Krishna Highlands,7,1
980,sq.ft.,6850000,Ready to move,19.218005,73.094013,Pendse Nagar,Nav Rameshwar Darshan CHS,5,1
410,sq.ft.,3500000,Ready to move,19.20697,73.096559,Dombivli East,Sunflower CHS,5,1
590,sq.ft.,4500000,Ready to move,19.149914,73.08088,Nilje Gaon,Lodha Casario,8,2
542,sq.ft.,3400000,Ready to move,19.22551,73.09673,thakurli,New Prathamesh Niwas,4,1
400,sq.ft.,3700000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,3
1250,sq.ft.,13500000,Ready to move,19.202306,73.089502,Dombivli East,Vedant Complex,7,2
870,sq.ft.,7500000,Ready to move,19.183839,73.09589,Dombivli East,Advance Legacy,7,1
710,sq.ft.,7800000,Ready to move,19.21833,72.97809,MIDC,Balaji Darshan,4,1
380,sq.ft.,3200000,Under Construction,19.168341,73.073962,Dombivli East,Lodha Palava City,19,3
540,sq.ft.,3950000,Ready to move,19.2161427,73.0989616,Dombivli East,Gurukrupa Rishikesh,7,3
605,sq.ft.,price on req,Ready To Move,19.20572,73.09553,Dombivli East,Lodha Palava Casa Elite,18,1
750,sq.ft.,price on req,Ready To Move,19.153784,73.077967,Nilje Gaon,Lodha Casa Rio Gold,8,2
