carpetArea,areaUnit,price,status,latitude,longitude,locality,propertyName,floors,bedRoom
739,sq.ft.,price on req,Ready To Move,19.223415,73.100277,Balaji Nagar,Shree ballaleshwar society,5,1
1064,sq.ft.,price on req,Ready To Move,19.2193472,73.1058697,Dombivli East,RK Tower,7,2
560,sq.ft.,6650000,Ready to move,19.2057161,73.0955302,Dombivli East,Om Gokuldam CHS,3,1
750,sq.ft.,6500000,Ready to move,19.223608,73.100218,thakurli,Siddhivinayak Complex,1,2
584,sq.ft.,4200000,Ready to move,19.20697,73.096559,Dombivli East,"Lodha Palava City,Casa Bella",8,3
406,sq.ft.,2800000,Ready to move,19.160725,73.055552,Dombivli East,Marathon Nextown,18,2
330,sq.ft.,1600000,Ready to move,19.211673,73.095298,Gograswadi,Ramrang CHS,4,2
1004,sq.ft.,8500000,Ready to move,19.193029,73.082323,Desale Pada,Bajrang Shubham Apartment,7,1
540,sq.ft.,4500000,Ready to move,19.21014,73.09396,Dombivli East,Dombivali Prafful Housing,4,1
410,sq.ft.,3000000,Ready to move,19.214183,73.082333,Dombivli East,Vinit Sadan CHS,4,1
557.5,sq.ft.,4800000,Ready to move,19.20567,73.089288,Dombivli East,Shradhanand CHS,4,2
705,sq.ft.,7600000,Ready to move,19.20697,73.096559,Dombivli East,ambarinantonia,9,3
720,sq.ft.,9800000,Ready to move,19.213478,73.092316,Dombivli East,Indraneel CHS,4,2
315,sq.ft.,2400000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,8,2
1000,sq.ft.,6500000,Ready to move,19.15641,73.07427,Dombivli East,Chandresh rejency,4,1
385,sq.ft.,1700000,Ready to move,19.20697,73.096559,Dombivli East,rudraksh apartment,4,1
774,sq.ft.,4900000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,9,1
550,sq.ft.,4000000,Ready to move,19.20697,73.096559,Dombivli East,Kanchan Prem Apartment,6,1
495,sq.ft.,4999000,Ready to move,19.068634,72.896284,Tilak Nagar,Sukh Samadhan Society,4,1
560,sq.ft.,2300000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,17,2
414,sq.ft.,3300000,Ready to move,19.200471,73.11224,Dawadi Gaon,Janunagar Apartment CHS,3,2
630,sq.ft.,3500000,Ready to move,19.20565,73.099156,Dombivli East,Geeta chs,4,1
415,sq.ft.,3300000,Ready to move,19.20697,73.096559,Dombivli East,lalji ashish soc,3,1
1000,sq.ft.,5000000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,16,2
475,sq.ft.,4300000,Ready to move,19.219112,73.093949,Pendse Nagar,Nav Trilok Darshan Society,4,1
684,sq.ft.,5500000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,3
520,sq.ft.,4000000,Ready to move,19.20539427,73.09930148,Azde Gaon,Balaji Darshan CHS,4,2
900,sq.ft.,7000000,Ready to move,19.22303,73.100136,thakurli,Mangal Kalash Complex,4,2
490,sq.ft.,5831033.5,Ready To Move,19.19875,73.091154,Nandivali Panchanand,"Sai Siddhi CompleX, Bhopar road",4,1
703,sq.ft.,7641624.5,Ready To Move,19.245098,73.10902,Dombivli East,siddhi cooperative housing society,4,1
917.5,sq.ft.,9796430,Ready To Move,19.23403,73.088799,Kumbharkhan Pada,Shankeshwar Palms,7,1
560,sq.ft.,5000000,Ready to move,19.20697,73.096559,Dombivli East,Society,4,1
800,sq.ft.,5800000,Ready to move,19.20697,73.096559,Dombivli East,Vignesh plaza,4,1
420,sq.ft.,3650000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,8,2
485,sq.ft.,2700000,Ready to move,19.20697,73.096559,Dombivli East,Sai Darshan CHS,3,1
500,sq.ft.,2600000,Ready to move,19.20697,73.096559,Dombivli East,i,5,1
421,sq.ft.,4000000,Ready to move,19.22551,73.09673,thakurli,Amber Prit Chs,10,2
330,sq.ft.,2100000,Ready to move,19.212162,73.102842,Azde Gaon,Samarth Pooja Chs,4,1
620,sq.ft.,4500000,Ready to move,19.233457,73.088423,Kumbharkhan Pada,Kuber Samruddhi,7,1
686,sq.ft.,6000000,Ready to move,19.209449,73.101708,Dombivli East,Shantinath Bhagwati Villa,9,1
500,sq.ft.,3000000,Ready to move,19.222716,73.104047,thakurli,Shree Chamunda Garden,7,1
550,sq.ft.,2400000,Ready to move,19.207598,73.102874,Dombivli East,Versatile Omkar Heights,7,1
480,sq.ft.,3657500,Ready to move,19.20697,73.096559,Dombivli East,Lodha Casa Rio Dombivli East,19,3
309,sq.ft.,6500000,Under Construction,19.20697,73.096559,Dombivli East,Lodha Palava Lakeshore Green,22,3
408,sq.ft.,4600000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Casa Bella Gold,19,2
360,sq.ft.,3600000,Ready to move,19.20697,73.096559,Dombivli East,Regency Anantam,23,1
500,sq.ft.,4000000,Ready to move,19.20697,73.096559,Dombivli East,On Request,4,2
1180,sq.ft.,12500000,Ready to move,19.209036,73.10731,Dombivli East,Lodha Codename Premier,24,2
567,sq.ft.,4500000,Ready to move,19.20697,73.096559,Dombivli East,Regency Anantam,23,2
527,sq.ft.,5300000,Ready to move,19.20697,73.096559,Dombivli East,Casa Rio Arabiana,8,2
490,sq.ft.,5831033.5,Ready To Move,19.234186,73.086031,Kumbharkhan Pada,Dishank Apartment,3,1
4000,sq.ft.,90000000,Ready to move,19.2202611,73.1021357,thakurli,Shree Krishna Plaza,12,1
450,sq.ft.,3500000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava Lakeshore Green,18,3
572,sq.ft.,6100000,Under Construction,19.153784,73.077967,Nilje Gaon,Lodha Casa Rio Gold,19,3
778,sq.ft.,8100000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,19,2
686,sq.ft.,6000000,Ready to move,19.179273,73.075743,Dombivli East,Runwal My City,32,1
400,sq.ft.,3300000,Ready to move,19.179273,73.075743,Dombivli East,Runwal My City,32,2
873,sq.ft.,price on req,Ready To Move,19.179273,73.075743,Dombivli East,Runwal My City,32,3
936,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Regency Anantam,23,1
873,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Regency Anantam,23,1
936,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Regency Anantam,23,2
512,sq.ft.,4800000,Ready to move,19.211967,73.096415,Gograswadi,Ramrang CHS,4,1
907,sq.ft.,7000000,Ready to move,19.20697,73.096559,Dombivli East,jay malhar ,3,1
890,sq.ft.,12500000,Ready to move,19.20697,73.096559,Dombivli East,panchjanya ,7,2
880,sq.ft.,9300000,Ready to move,19.210189,73.091571,Pandurangwadi,Sarvoday Aangan,7,1
500,sq.ft.,2800000,Ready to move,19.20697,73.096559,Dombivli East,Regency Luxuria,33,3
800,sq.ft.,6300000,Ready to move,19.2334593,73.0896105,Kumbharkhan Pada,Shankeshwar Palms,7,1
580.265,sq.ft.,6803589,Ready To Move,19.2085,73.104985,Dombivli East,Aboli Estate,7,2
760.97,sq.ft.,9546755.5,Ready To Move,19.2085,73.104985,Dombivli East,Aboli Estate,7,0
527,sq.ft.,5100000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Casa Bella Gold,19,2
527,sq.ft.,5600000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,1
778,sq.ft.,8500000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,2
650,sq.ft.,6600000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,8,1
628,sq.ft.,5300000,Ready to move,19.179273,73.075743,Dombivli East,Runwal My City,32,3
490,sq.ft.,5831033.5,Ready To Move,19.20697,73.096559,Dombivli East,Runwal My City,32,1
703,sq.ft.,7641624.5,Ready To Move,19.20697,73.096559,Dombivli East,Runwal My City,32,3
917.5,sq.ft.,9796430,Ready To Move,19.20697,73.096559,Dombivli East,Runwal My City,32,2
1341,sq.ft.,price on req,Ready To Move,19.207707,73.111643,Dombivli East,Regency Anantam,23,2
873,sq.ft.,price on req,Ready To Move,19.207707,73.111643,Dombivli East,Regency Anantam,23,2
936,sq.ft.,price on req,Ready To Move,19.209036,73.10731,Dombivli East,Lodha Codename Premier,24,3
704,sq.ft.,7200000,Ready to move,19.209036,73.10731,Dombivli East,Lodha Codename Premier,24,1
800,sq.ft.,7800000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,2
450,sq.ft.,3200000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,2
1200,sq.ft.,12000000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
406.85,sq.ft.,4741049,Ready To Move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
580.265,sq.ft.,6803589,Ready To Move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
760.97,sq.ft.,9546755.5,Ready To Move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
403,sq.ft.,3200000,Ready to move,19.22551,73.09673,thakurli,amber one project,36,1
750,sq.ft.,6500000,Ready to move,19.22551,73.09673,thakurli,Virat Grandeur,16,1
548.74,sq.ft.,4500000,Ready to move,19.20697,73.096559,Dombivli East,dombivali manpada,32,0
778,sq.ft.,8400000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,8,1
560,sq.ft.,5100000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,1
850,sq.ft.,6500000,Ready to move,19.170611,73.111267,Dombivli East,Lodha Palava Lakeshore Green,18,2
1160,sq.ft.,16000000,Ready to move,19.170611,73.111267,Dombivli East,Lodha Palava Lakeshore Green,18,1
778,sq.ft.,9600000,Ready to move,19.170611,73.111267,Dombivli East,Lodha Palava Lakeshore Green,10,2
759,sq.ft.,8100000,Under Construction,19.20697,73.096559,Dombivli East,Lodha Casa Bella Gold,19,2
444,sq.ft.,4499000,Under Construction,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,1
649,sq.ft.,4280000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
650,sq.ft.,4200000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,3
640,sq.ft.,4280000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,1
640,sq.ft.,4320000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
648,sq.ft.,4300000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,3
638,sq.ft.,4250000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,19,1
488,sq.ft.,5500000,Under Construction,19.168341,73.073962,Dombivli East,Lodha Palava City,18,2
461,sq.ft.,4700000,Under Construction,19.168341,73.073962,Dombivli East,Lodha Palava City,8,1
450,sq.ft.,3350000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Palava Casa Rio Gold,8,1
585,sq.ft.,5799999,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Palava Casa Rio Gold,8,2
444,sq.ft.,4399999,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,8,1
738,sq.ft.,5500000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,19,3
504,sq.ft.,3600000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,19,3
650,sq.ft.,4500000,Ready to move,19.153784,73.077967,Nilje Gaon,Lodha Casa Rio Gold,8,1
700,sq.ft.,6500000,Ready to move,19.223179,73.104515,thakurli,Ambar Harmony,11,1
778.5,sq.ft.,5233077,Ready To Move,19.2267211,73.1033694,thakurli,Devshree Prop,7,2
1026,sq.ft.,6035958,Ready To Move,19.1920232,73.085448,Desale Pada,Ira Insignia,28,1
1345.5,sq.ft.,price on req,Ready To Move,19.179273,73.075743,Dombivli East,Runwal My City,25,1
778.5,sq.ft.,5233077,Ready To Move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,3
1026,sq.ft.,6035958,Ready To Move,19.1720369,73.1119001,Dombivli East,Lodha Lakeshore Greens,18,2
1345.5,sq.ft.,price on req,Ready To Move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,8,1
540,sq.ft.,5899000,Under Construction,19.20697,73.096559,Dombivli East,Lodha Palava City,8,2
540,sq.ft.,3500000,Ready to move,19.2161427,73.0989616,Dombivli East,Shubham Apartment,7,1
789,sq.ft.,6000000,Ready to move,19.2161427,73.0989616,Dombivli East,Rachana Marvel,5,2
789,sq.ft.,7800000,Ready to move,19.208682,73.114987,Dombivli East,Om Swayambhu Balaji Annex,24,3
451,sq.ft.,3400000,Ready to move,19.223199,73.109942,Dombivli East,Shree Shankheshwar Park,11,1
450,sq.ft.,5500000,Ready to move,19.219917,73.105383,Dombivli East,Kulswamini Srushti Residency,14,2
650,sq.ft.,6800000,Ready to move,19.222716,73.104047,thakurli,Shree Chamunda Garden,7,1
513,sq.ft.,4760000,Ready to move,19.226375,73.110091,thakurli,Amber Vista,13,2
401,sq.ft.,3590000,Ready to move,19.207707,73.111643,Dombivli East,Regency Anantam,24,1
900,sq.ft.,7000000,Ready to move,19.220939,73.105089,Dombivli East,Mangeshi Dazzle,14,2
734,sq.ft.,5375000,Ready to move,19.220939,73.105089,Dombivli East,Mangeshi Dazzle,14,3
449,sq.ft.,3200000,Ready to move,19.208682,73.114987,Dombivli East,Om Swayambhu Balaji Annex,24,1
836,sq.ft.,6900000,Ready to move,19.226289,73.100459,thakurli,Amber Harmony,11,1
687,sq.ft.,5500000,Ready to move,19.224361,73.10194,thakurli,Sunshine Elegance,7,1
706.5,sq.ft.,price on req,Ready To Move,19.224361,73.10194,thakurli,Sunshine Elegance,16,2
981,sq.ft.,price on req,Ready To Move,19.0735702,73.0742236,thakurli,Sunshine Sunrise Residency,4,1
1161,sq.ft.,price on req,Ready To Move,19.222716,73.104047,thakurli,Shree Chamunda Garden,7,1
873,sq.ft.,price on req,Ready To Move,19.205244,73.102444,Dombivli East,Shree Shankheshwar Garden CHS,7,1
936,sq.ft.,price on req,Ready To Move,19.208682,73.114987,Dombivli East,Om Swayambhu Balaji Annex,24,2
460,sq.ft.,5500000,Ready to move,19.2038561,73.095874,Dombivli East,Kanishka CHS,2,2
650,sq.ft.,9500000,Ready to move,19.19991,73.11846,Kanchangoan,Swastik Sarvoday Symphony,19,3
754,sq.ft.,9000000,Under Construction,19.19991,73.11846,Kanchangoan,Swastik Sarvoday Symphony,19,1
450,sq.ft.,4500000,Ready to move,19.225552,73.109882,Kanchangoan,Sneha Residency,6,2
700,sq.ft.,8000000,Ready to move,19.19991,73.11846,Kanchangoan,Swastik Sarvoday Symphony,19,2
410,sq.ft.,5200000,Ready to move,19.223199,73.109942,Dombivli East,Shree Shankheshwar Park,11,1
615,sq.ft.,6900000,Ready to move,19.179273,73.075743,Dombivli East,Runwal My City,32,2
527,sq.ft.,4300000,Under Construction,19.206378,73.100212,Tilak Nagar,Rachana Sukrut,7,2
650,sq.ft.,8600000,Ready to move,19.1920232,73.085448,Desale Pada,Ira Insignia,28,1
750,sq.ft.,13000000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,8,2
465,sq.ft.,5200000,Under Construction,19.207707,73.111643,Dombivli East,Regency Anantam,23,2
450,sq.ft.,3500000,Ready to move,19.20697,73.096559,Dombivli East,BG Patil Nanu Park,10,2
450,sq.ft.,4500000,Ready to move,19.20697,73.096559,Dombivli East,Sai Arcade,15,2
415,sq.ft.,3800000,Ready to move,19.225178,73.103379,thakurli,Amber Enclave,16,1
615,sq.ft.,7000000,Under Construction,19.22551,73.09673,thakurli,vighnahartaChs,10,1
600,sq.ft.,5500000,Ready to move,19.22551,73.09673,thakurli,Happy Sarvodaya Trilok,9,1
932,sq.ft.,9535680,Under Construction,19.22551,73.09673,thakurli,Shree Chamunda Garden,7,1
464,sq.ft.,4682160,Under Construction,19.22551,73.09673,thakurli,Shree Chamunda Garden,7,2
742,sq.ft.,6200000,Ready to move,19.22551,73.09673,thakurli,Vitthal Plaza,7,1
676,sq.ft.,6863040,Under Construction,19.22551,73.09673,Balaji Nagar,Balaji Aangan,7,1
450,sq.ft.,4350000,Ready to move,19.22551,73.09673,thakurli,nul,23,2
608,sq.ft.,6500000,Ready to move,19.224358,73.108452,Kanchangoan,Sneha Residency,7,2
670,sq.ft.,9500000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Codename Premier,24,1
513,sq.ft.,4500000,Under Construction,19.20697,73.096559,Dombivli East,-,4,1
735,sq.ft.,price on req,Ready To Move,19.22551,73.09673,thakurli,Amber Enclave,16,2
963,sq.ft.,price on req,Ready To Move,19.2226381,73.1039791,thakurli,Amber Enclave,16,1
883,sq.ft.,price on req,Ready To Move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,1
463,sq.ft.,5500000,Ready to move,19.20697,73.096559,Dombivli East,Deiv Virat Grandeur,16,1
450,sq.ft.,4200000,Ready to move,19.20697,73.096559,Dombivli East,Balaji Govind KDMC Approved Project,15,1
470,sq.ft.,4400000,Ready to move,19.20697,73.096559,Dombivli East,runwal garden,22,2
875,sq.ft.,6200000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
510,sq.ft.,4300000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,3
470,sq.ft.,4800000,Ready to move,19.20697,73.096559,Dombivli East,runwal garden,22,2
565,sq.ft.,5970000,Ready to move,19.179869,73.297999,Dombivli East,Sai Balaji Estate,22,2
750,sq.ft.,6000000,Ready to move,19.179869,73.297999,Dombivli East,Sai Balaji Estate,22,1
444,sq.ft.,4550000,Under Construction,19.20697,73.096559,Dombivli East,runwal garden,22,3
470,sq.ft.,3700000,Ready to move,19.20697,73.096559,Dombivli East,runwal garden,22,2
42.18,sq.m.,4300000,Ready to move,19.20697,73.096559,Dombivli East,runwal garden,22,2
723,sq.ft.,7600000,Ready to move,19.20697,73.096559,Dombivli East,runwal garden,24,3
483,sq.ft.,5000000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,20,2
490,sq.ft.,5831033.5,Ready To Move,19.20697,73.096559,Dombivli East,runwal garden,24,2
1000,sq.ft.,6000000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,3
680,sq.ft.,4500000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
908,sq.ft.,7500000,Ready to move,19.20697,73.096559,Dombivli East,runwal garden,22,3
655,sq.ft.,4850000,Ready to move,19.20697,73.096559,Dombivli East,runwal garden,22,2
850,sq.ft.,7000000,Ready to move,19.20697,73.096559,Dombivli East,runwal garden,22,3
430,sq.ft.,3300000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,20,1
650,sq.ft.,4800000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,20,2
3500,sq.ft.,20000000,Under Construction,19.20697,73.096559,Dombivli East,villas royale,1,3
635,sq.ft.,4775000,Ready to move,19.20697,73.096559,Dombivli East,runwal garden,20,2
2000,sq.ft.,14500000,Under Construction,19.20697,73.096559,Dombivli East,villas royale,1,3
650,sq.ft.,4700000,Ready to move,19.20697,73.096559,Dombivli East,runwal garden,20,2
524,sq.ft.,price on req,Ready To Move,19.179273,73.075743,Dombivli East,Runwal My City,32,2
704,sq.ft.,price on req,Ready To Move,19.179273,73.075743,Dombivli East,Runwal My City,32,1
500,sq.ft.,4000000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,7,2
360,sq.ft.,1600000,Ready to move,19.174429,73.069306,Dombivli East,Lodha Casa Bella,19,2
630,sq.ft.,5100000,Ready to move,19.2161427,73.0989616,Dombivli East,Lodha Casa Rio Dombivli East,8,2
628,sq.ft.,5550000,Ready to move,19.153784,73.077967,Nilje Gaon,Lodha Casa Rio Gold,8,2
460,sq.ft.,3025000,Ready to move,19.174429,73.069306,Dombivli East,Lodha Casa Bella,19,2
682,sq.ft.,5100000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,18,1
580,sq.ft.,4480000,Ready to move,19.174429,73.069306,Dombivli East,Lodha Casa Bella,19,2
510,sq.ft.,3870000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,18,1
449,sq.ft.,3530000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Casa Rio Exotica,22,3
682,sq.ft.,4465000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,18,1
641,sq.ft.,4920000,Ready to move,19.174429,73.069306,Dombivli East,Lodha Casa Bella,18,1
462,sq.ft.,3580000,Ready to move,19.153784,73.077967,Nilje Gaon,Lodha Casa Rio Gold,8,2
637,sq.ft.,4950000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,18,3
460,sq.ft.,3600000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,2
969,sq.ft.,9150000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,2
630,sq.ft.,3800000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,18,3
460,sq.ft.,3500000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,2
682,sq.ft.,4400000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,2
890,sq.ft.,8100000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,2
710,sq.ft.,5200000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,1
700,sq.ft.,5000000,Ready to move,19.170611,73.111267,Dombivli East,Lodha Palava Lakeshore Green,18,2
875,sq.ft.,8000000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,1
708,sq.ft.,5100000,Ready to move,19.170611,73.111267,Dombivli East,Lodha Palava Lakeshore Green,18,2
702,sq.ft.,5020000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,1
860,sq.ft.,5450000,Ready to move,19.170611,73.111267,Dombivli East,Lodha Palava Lakeshore Green,18,2
425,sq.ft.,3420000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,2
840,sq.ft.,5400000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,2
430,sq.ft.,3450000,Ready to move,19.162954,73.083056,Dombivli East,Lodha Palava Downtown,18,1
850,sq.ft.,5500000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,1
420,sq.ft.,3400000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,1
881,sq.ft.,5600000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,1
661,sq.ft.,4400000,Ready to move,19.17099,73.113277,Dombivli East,Lodha Lakeshore Greens,18,1
655,sq.ft.,4320000,Ready to move,19.187914,73.086805,Dombivli East,Lodha Regency,5,2
415,sq.ft.,3350000,Ready to move,19.182469,73.089484,Bhadra Nagar,Runwal Gardens,23,2
440,sq.ft.,3540000,Ready to move,19.179273,73.075743,Dombivli East,Runwal My City,32,1
480,sq.ft.,3650000,Ready to move,19.179273,73.075743,Dombivli East,Runwal My City,32,2
450,sq.ft.,3550000,Ready to move,19.179273,73.075743,Dombivli East,Runwal My City,32,3
490,sq.ft.,3600000,Ready to move,19.182469,73.089484,Bhadra Nagar,Runwal Gardens,23,1
492,sq.ft.,3275000,Ready to move,19.182469,73.089484,Bhadra Nagar,Runwal Gardens,23,3
484.27,sq.ft.,5400000,Under Construction,19.208802,73.113264,Dombivli East,Swaraj Ganraj Enclave,7,1
350,sq.ft.,3516000,Ready to move,19.20881,73.100384,Dombivli East,Vaibhav Nagari CHS,4,1
510.53,sq.ft.,5288000,Ready to move,19.195608,73.095854,Sagaon,Ravikiran Society,7,1
676.94,sq.ft.,8286000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,19,2
352.57,sq.ft.,4011000,Under Construction,19.20697,73.096559,Dombivli East,Lodha Palava City,19,2
850,sq.ft.,9500000,Under Construction,19.20697,73.096559,Dombivli East,on request,7,1
465,sq.ft.,2800000,Under Construction,19.174429,73.069306,Dombivli East,Lodha Casa Bella,8,1
355,sq.ft.,2350000,Ready to move,19.204217,73.091808,P and T Colony,avighna height,7,1
475,sq.ft.,2250000,Ready to move,19.20697,73.096559,Dombivli East,On Request,4,1
665,sq.ft.,6600000,Ready to move,19.206949,73.103818,Dombivli East,Om Shanti Society,4,1
678,sq.ft.,6200000,Ready to move,19.203173,73.08702,Sagaon,sidhhivinayak,7,1
325,sq.ft.,2500000,Ready to move,19.22398,73.09558,thakurli,Balaji Darshan,5,1
400,sq.ft.,3400000,Ready to move,19.17249,73.0872,Dombivli East,Vaibhav Nagari CHS,4,1
480,sq.ft.,3500000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,19,2
460,sq.ft.,2700000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava City,19,2
420,sq.ft.,4600000,Ready to move,19.20881,73.100384,Dombivli East,Vaibhav Nagari CHS,4,1
375,sq.ft.,2400000,Ready to move,19.20881,73.100384,Dombivli East,Vaibhav Nagari CHS,1,3
575,sq.ft.,6500000,Ready to move,19.210189,73.091571,Pandurangwadi,manjunath ,4,1
401,sq.ft.,2250000,Ready to move,19.147156,73.07649,Dombivli East,Lodha Casa Bella Gold,19,2
668,sq.ft.,5800000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,19,2
796,sq.ft.,6200000,Ready to move,19.20881,73.100384,Dombivli East,Vaibhav Nagari CHS,4,1
385,sq.ft.,2400000,Ready to move,19.208802,73.113264,Dombivli East,Swaraj Ganraj Enclave,7,1
695,sq.ft.,6000000,Ready to move,19.16697,73.072915,Dombivli East,Lodha Casa Bella Gold,8,1
695,sq.ft.,6300000,Ready to move,19.213913,73.088472,Dattanagar,sunflower residency,8,1
400,sq.ft.,2500000,Ready to move,19.1745,73.06992,Dombivli East,Lodha Palava Casa Bella,19,2
505,sq.ft.,2950000,Under Construction,19.20697,73.096559,Dombivli East,Vedant Vinayak Flora,7,1
395,sq.ft.,2500000,Under Construction,19.174429,73.069306,Dombivli East,Lodha Casa Bella,19,2
395,sq.ft.,3750000,Ready to move,19.20697,73.096559,Dombivli East,Avighna hight ,7,1
310,sq.ft.,3000000,Ready to move,19.20572,73.09553,Dombivli East,Lodha Palava Casa Elite,18,1
590,sq.ft.,5730000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,1
300,sq.ft.,2100000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,2
600,sq.ft.,4300000,Ready to move,19.168341,73.073962,Dombivli East,Lodha Palava City,14,3
375,sq.ft.,2250000,Ready to move,19.20697,73.096559,Dombivli East,Lodha Palava Lakeshore Green,18,2
490,sq.ft.,3600000,Ready to move,19.20697,73.096559,Dombivli East,Venus Sky City,27,2
564,sq.ft.,3650000,Ready to move,19.20697,73.096559,Dombivli East,venus sky city,27,1
490,sq.ft.,5831033.5,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Palava Downtown,18,2
585,sq.ft.,4400000,Ready to move,19.20697,73.096559,Dombivli East,Pendse nagar Dombiwali East Chs,4,2
873,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Lodha Crown Dombivli,18,1
936,sq.ft.,price on req,Ready To Move,19.20697,73.096559,Dombivli East,Runwal Garden,24,2
441,sq.ft.,price on req,Ready To Move,19.18863,73.08415,Dombivli East,Lodha Panacea,15,2
